shop_name,sizang_name,sangga_name,shop_address,shop_phone,product_unique_id,product_create_at,product_category_1,product_category_2,product_category_3,product_name,product_maxrate,product_fabric,product_made,product_is_unit,product_price,product_color,product_size,product_fitting,product_thickness,product_elasticity,product_seethrough,product_lining,product_gloss,product_touch,product_banding,product_image_url,product_link
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7292160,,여성,탑,블라우스,보에bl(2칼라),폴리에스터 100%,"드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,31900,"베이지,블랙",FREE,기본핏,얇음,보통,비침없음,안감없음,광택없음,보통,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292160_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7292157,2023-05-02,여성,탑,블라우스,랩리본bl(2칼라),"코튼(면) 85%,레이온 15%","드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,38500,"블랙,아이",FREE,루즈핏,얇음,보통,비침없음,안감없음,광택없음,부드러움,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7292157_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7304441,2023-05-02,여성,탑,티/탑,돌체T(2칼라),"폴리에스터 72%,레이온 24%,스판 4%","드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,14300,"퍼플,네이비",FREE,기본핏,얇음,보통,비침없음,안감없음,약간있음,보통,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304441_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7304434,2023-05-02,여성,탑,티/탑,레센T(2칼라),코튼(면) 100%,"드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,19800,"네이비,아이",FREE,기본핏,얇음,좋음,비침없음,안감없음,광택없음,부드러움,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304434_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7303974,2023-05-02,여성,드레스,원피스,부케ops(2칼라),코튼(면) 100%,"드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,49500,"소라,옐로우",FREE,루즈핏,보통,보통,비침없음,안감있음,광택없음,보통,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7303974_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7304169,2023-05-02,여성,하의,스커트,D링sk(2칼라)합포작업,폴리에스터 100%,"드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,38500,"블랙,소라","M,S",기본핏,보통,좋음,비침없음,안감있음,광택있음,부드러움,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7304169_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7225895,2023-05-02,여성,기타,,베이뷔스티에(2칼라),"폴리에스터 80%,레이온 16%,스판 4%","드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,28600,"블랙,베이지",FREE,기본핏,얇음,좋음,비침없음,안감있음,광택없음,부드러움,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225895_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,6735581,2023-05-02,여성,탑,티/탑,바스티top(2칼라),"폴리에스터 82%,레이온 13%,스판 5%",,한국,낱장 가능,31900,"그레이,블랙",Free,기본핏,얇음,좋음,비침없음,안감있음,광택없음,부드러움,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/6735581_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7225894,2023-05-02,여성,기타,,베이pt(2칼라),"폴리에스터 80%,레이온 16%,스판 4%","드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,35200,"베이지,블랙","M,S",기본핏,얇음,좋음,비침없음,안감있음,광택없음,부드러움,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7225894_9.png",https://www.linkshops.com/tnc_theot
티엔씨,동대문,Theot,B1 G 27,02-2117-4166,7249646,2023-05-02,여성,기타,,뮤뮤pt(2칼라),"폴리에스터 95%,스판 5%","드라이클리닝 전용,세탁기 사용 가능",한국,낱장 가능,36300,"블랙,그레이","M,S",기본핏,보통,좋음,비침없음,안감있음,광택없음,부드러움,없음,"https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_0.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_1.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_2.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_3.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_4.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_5.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_6.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_7.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_8.png,https://sokodress.s3.ap-northeast-2.amazonaws.com/products_image2/7249646_9.png",https://www.linkshops.com/tnc_theot
