shop_image_url,shop_address,shop_name,sizang_name,sangga_name,all_product_num,shop_phone,product_unique_id,product_name,product_category,product_category_1,product_category_2,product_category_3,product_price,product_made,product_image_url,product_style,product_size,product_maxrate,product_seethrough,product_elasticity,product_lining,product_fitting,product_color,product_link
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1103353,주카가디건,OUTER,WOMEN,,,25000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_9.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_10.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_11.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_12.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_13.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_14.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_15.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_16.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_17.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_18.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1103353_19.jpg",캐주얼,총장 63cm/ 가슴 53cm/ 어깨소매 63cm,면60 폴리40,없음,좋음,없음,베이직,"CHINESEINK,IVORY",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1116589,미니마랑반팔,TOP & TEE,WOMEN,,,16000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116589_9.jpg","캐주얼,어반/모던,심플/베이직",총장 62cm/ 어깨 42cm/ 가슴 51cm/ 소매 25cm,면100,없음,좋음,없음,베이직,"IVORY,LAVENDER",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1116429,마랑펄하트,TOP & TEE,WOMEN,,,15000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116429_9.jpg","캐주얼,어반/모던,심플/베이직",총장 65cm/ 어깨 43cm/ 가슴 50cm/ 소매 19cm,면100,없음,좋음,없음,베이직,"BLACK,IVORY",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1116327,마랑롤업반팔,TOP & TEE,WOMEN,,,20000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_9.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116327_10.jpg","캐주얼,어반/모던,심플/베이직",총장 65cm/ 어깨 45cm/ 가슴 45cm/ 소매 14cm,린넨55 폴리45,없음,좋음,없음,베이직,"BLACK,PINK,WHITE",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1116326,페레가모반팔,TOP & TEE,WOMEN,,,23000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1116326_9.jpg","캐주얼,어반/모던,심플/베이직",총장 58cm/ 어깨 47cm/ 가슴 59cm/ 소매 22cm,면100,없음,좋음,없음,루즈핏,"CREAM,IVORY",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1115929,가니나비반팔,TOP & TEE,WOMEN,,,16000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115929_9.jpg","캐주얼,어반/모던,심플/베이직",총장 63cm/ 어깨 41cm/ 가슴 51cm/ 소매 22cm,면100,없음,좋음,없음,베이직,"IVORY,PINK",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1115708,쟈딕레터링반팔,TOP & TEE,WOMEN,,,15000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115708_9.jpg","캐주얼,어반/모던,심플/베이직",총장 62cm/ 어깨 43cm/ 가슴 50cm/ 소매 15cm,면100,없음,좋음,없음,베이직,"BLACK,IVORY",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1115426,셀린느배색반팔,TOP & TEE,WOMEN,,,15000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115426_8.jpg","캐주얼,어반/모던,심플/베이직",총장 67cm/ 어깨 45cm/ 가슴 474cm/ 소매 20cm,면100,없음,좋음,없음,베이직,"BLACK,IVORY",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1115193,동키하키반팔,TOP & TEE,WOMEN,,,16000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115193_9.jpg","캐주얼,어반/모던,심플/베이직",총장 66cm/ 어깨 43cm/ 가슴 47cm/ 소매 20cm,면100,없음,좋음,없음,베이직,"IVORY(BLACK),IVORY(RED)",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
,CPH-B1-나-24,미코앤코,동대문,청평화,82,TEL : 02-2232-6143 (HP : 010-2543-6143),1115102,마랑레터링반팔,TOP & TEE,WOMEN,,,16000,대한민국,"https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_0.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_1.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_2.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_3.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_4.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_5.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_6.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_7.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_8.jpg,https://sokodress.s3.ap-northeast-2.amazonaws.com/Test/1115102_9.jpg","캐주얼,어반/모던,심플/베이직",총장 65cm/ 어깨 45cm/ 가슴 51cm/ 소매 19cm,면100,없음,좋음,없음,베이직,"CREAM,PINK",http://www.ddmmarket.co.kr/Prod?m=S&c=CB1NA24367
